<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.20	14:00:00	3887.6	3891.8	3883.8	3883.8	1796	0	6
2022.09.20	15:00:00	3883.8	3885.6	3871.1	3876.1	2795	0	6
2022.09.20	16:00:00	3876.1	3879.1	3851.1	3855.3	4938	0	6
2022.09.20	17:00:00	3855.3	3864.3	3844.3	3862.8	7383	0	6
2022.09.20	18:00:00	3863.1	3875.6	3858.3	3874.1	5543	0	6
2022.09.20	19:00:00	3874.2	3878.3	3855.3	3859.1	3847	0	6
2022.09.20	20:00:00	3859.3	3860.3	3828.6	3830.6	4348	0	2
2022.09.20	21:00:00	3830.6	3853.6	3830.3	3850.3	4821	0	6
2022.09.20	22:00:00	3850.3	3872.3	3845.6	3858.3	5986	0	6
2022.09.21	01:00:00	3859.1	3861.8	3859.1	3861.8	254	0	6
2022.09.21	02:00:00	3861.8	3862.8	3855.6	3860.8	706	0	6
2022.09.21	03:00:00	3860.8	3866.1	3858.6	3863.3	1874	0	6
2022.09.21	04:00:00	3863.3	3864.6	3856.0	3857.8	1959	0	6
2022.09.21	05:00:00	3857.8	3865.1	3857.1	3863.8	1387	0	6
2022.09.21	06:00:00	3863.6	3865.1	3860.8	3864.6	739	0	6
2022.09.21	07:00:00	3864.6	3864.8	3860.2	3862.3	632	0	6
2022.09.21	08:00:00	3862.3	3868.3	3854.3	3856.3	1642	0	6
2022.09.21	09:00:00	3856.6	3864.8	3845.3	3848.5	4815	0	6
2022.09.21	10:00:00	3848.3	3863.6	3840.1	3857.3	4386	0	6
2022.09.21	11:00:00	3857.3	3864.3	3854.3	3861.1	2695	0	6
2022.09.21	12:00:00	3861.1	3870.8	3857.1	3869.0	1868	0	6
2022.09.21	13:00:00	3868.8	3870.1	3859.1	3866.6	1812	0	6
2022.09.21	14:00:00	3866.5	3874.8	3863.3	3871.7	2081	0	6
2022.09.21	15:00:00	3871.6	3881.6	3869.6	3877.3	2142	0	6
2022.09.21	16:00:00	3877.6	3886.3	3871.3	3879.8	4244	0	6
2022.09.21	17:00:00	3879.7	3889.8	3873.1	3876.8	5846	0	6
2022.09.21	18:00:00	3876.8	3880.8	3871.3	3877.6	3783	0	6
2022.09.21	19:00:00	3877.6	3885.8	3875.3	3876.1	2322	0	6
2022.09.21	20:00:00	3876.1	3889.0	3873.1	3886.7	2201	0	6
2022.09.21	21:00:00	3887.0	3910.2	3819.8	3887.8	14244	0	6
2022.09.21	22:00:00	3888.0	3898.1	3790.3	3790.3	11498	0	6
2022.09.22	01:00:00	3782.7	3783.2	3768.7	3770.2	810	0	6
2022.09.22	02:00:00	3770.2	3772.4	3765.9	3767.2	1628	0	6
2022.09.22	03:00:00	3767.2	3771.9	3757.7	3759.6	2860	0	6
2022.09.22	04:00:00	3759.7	3764.2	3752.7	3764.2	3031	0	6
2022.09.22	05:00:00	3764.1	3773.8	3761.2	3770.1	2665	0	6
2022.09.22	06:00:00	3769.9	3771.7	3766.2	3768.7	1655	0	6
2022.09.22	07:00:00	3768.7	3774.2	3768.1	3770.7	1245	0	6
2022.09.22	08:00:00	3770.6	3778.4	3769.7	3772.2	1788	0	6
2022.09.22	09:00:00	3772.4	3779.4	3762.8	3767.9	3252	0	6
2022.09.22	10:00:00	3767.9	3799.9	3763.2	3798.2	5001	0	6
2022.09.22	11:00:00	3798.2	3818.7	3796.6	3808.2	4224	0	6
2022.09.22	12:00:00	3808.4	3808.7	3788.7	3793.4	3806	0	6
2022.09.22	13:00:00	3793.2	3801.4	3787.7	3799.1	2827	0	6
2022.09.22	14:00:00	3799.1	3801.2	3777.4	3793.7	4986	0	6
2022.09.22	15:00:00	3793.7	3807.7	3786.3	3799.7	4587	0	6
2022.09.22	16:00:00	3799.7	3799.9	3759.2	3764.7	7992	0	6
2022.09.22	17:00:00	3764.4	3780.9	3754.7	3755.9	10804	0	6
2022.09.22	18:00:00	3755.9	3768.9	3749.4	3759.4	6672	0	6
2022.09.22	19:00:00	3759.4	3774.9	3756.7	3766.7	5684	0	6
2022.09.22	20:00:00	3766.7	3772.9	3754.4	3769.4	5021	0	6
2022.09.22	21:00:00	3769.2	3771.7	3752.2	3769.4	5848	0	6
2022.09.22	22:00:00	3769.4	3790.4	3756.4	3757.4	7941	0	6
2022.09.22	23:00:00	3757.4	3757.4	3757.4	3757.4	1	0	7
2022.09.23	01:00:00	3764.4	3765.1	3757.9	3761.4	514	0	6
2022.09.23	02:00:00	3761.4	3765.9	3760.1	3765.4	856	0	6
2022.09.23	03:00:00	3765.1	3769.4	3763.0	3764.9	1510	0	6
2022.09.23	04:00:00	3764.6	3765.9	3759.9	3765.1	1920	0	6
2022.09.23	05:00:00	3765.1	3765.4	3750.9	3755.1	1790	0	6
2022.09.23	06:00:00	3755.1	3758.4	3750.6	3752.1	1305	0	6
2022.09.23	07:00:00	3752.1	3753.1	3742.6	3745.6	1351	0	6
2022.09.23	08:00:00	3745.4	3756.6	3745.4	3752.1	2052	0	6
2022.09.23	09:00:00	3752.1	3758.8	3748.4	3749.8	2217	0	6
2022.09.23	10:00:00	3749.6	3750.4	3737.1	3742.9	4488	0	6
2022.09.23	11:00:00	3743.1	3747.8	3733.4	3733.6	2616	0	6
2022.09.23	12:00:00	3733.6	3735.0	3718.1	3728.4	3714	0	6
2022.09.23	13:00:00	3728.1	3728.4	3704.1	3705.4	3697	0	6
2022.09.23	14:00:00	3705.4	3712.4	3702.9	3710.6	4145	0	6
2022.09.23	15:00:00	3710.4	3714.6	3701.5	3706.0	3321	0	6
2022.09.23	16:00:00	3706.0	3725.5	3691.4	3692.2	7501	0	6
2022.09.23	17:00:00	3692.2	3702.2	3687.4	3688.7	7275	0	6
2022.09.23	18:00:00	3688.7	3702.4	3676.4	3682.2	6605	0	6
2022.09.23	19:00:00	3681.9	3682.9	3661.9	3680.4	4935	0	6
2022.09.23	20:00:00	3680.4	3685.4	3668.4	3675.2	5050	0	6
2022.09.23	21:00:00	3675.2	3680.2	3645.9	3648.2	6373	0	6
2022.09.23	22:00:00	3648.2	3697.1	3647.4	3693.9	8354	0	6
2022.09.26	01:00:00	3697.8	3698.8	3688.3	3690.8	1310	0	6
2022.09.26	02:00:00	3690.8	3694.6	3682.3	3688.1	2399	0	6
2022.09.26	03:00:00	3688.1	3695.8	3670.3	3671.8	4153	0	6
2022.09.26	04:00:00	3671.8	3679.8	3666.3	3678.8	4810	0	6
2022.09.26	05:00:00	3678.8	3688.6	3677.1	3677.3	2997	0	6
2022.09.26	06:00:00	3677.3	3684.5	3673.6	3675.6	2204	0	6
2022.09.26	07:00:00	3675.6	3678.5	3667.6	3668.6	2040	0	6
2022.09.26	08:00:00	3668.6	3671.8	3661.2	3663.6	3074	0	6
2022.09.26	09:00:00	3663.3	3671.1	3659.3	3663.6	3938	0	6
2022.09.26	10:00:00	3663.6	3704.6	3662.6	3685.1	6733	0	6
2022.09.26	11:00:00	3685.1	3697.1	3680.1	3689.6	4692	0	6
2022.09.26	12:00:00	3689.6	3692.1	3658.3	3663.5	4161	0	6
2022.09.26	13:00:00	3663.6	3674.8	3658.5	3668.2	4133	0	6
2022.09.26	14:00:00	3668.3	3675.1	3662.6	3672.3	3683	0	6
2022.09.26	15:00:00	3672.3	3688.8	3663.8	3687.8	3836	0	6
2022.09.26	16:00:00	3687.6	3701.3	3675.6	3699.8	6311	0	6
2022.09.26	17:00:00	3699.8	3716.3	3688.6	3701.1	8028	0	6
2022.09.26	18:00:00	3701.1	3703.1	3667.8	3682.8	6997	0	6
2022.09.26	19:00:00	3682.8	3683.3	3653.6	3670.1	6090	0	6
2022.09.26	20:00:00	3670.2	3670.3	3644.3	3646.8	5991	0	6
2022.09.26	21:00:00	3646.8	3674.1	3646.1	3670.0	7252	0	6
2022.09.26	22:00:00	3670.1	3683.6	3654.1	3654.1	8625	0	6
2022.09.27	01:00:00	3656.5	3659.8	3656.3	3659.2	574	0	6
2022.09.27	02:00:00	3659.2	3668.6	3658.8	3666.3	1587	0	6
