<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.11.21	14:00:00	3947.1	3951.1	3944.1	3950.1	1734	0	6
2022.11.21	15:00:00	3950.1	3958.6	3947.6	3957.1	1627	0	6
2022.11.21	16:00:00	3957.1	3966.1	3950.9	3960.4	4701	0	6
2022.11.21	17:00:00	3960.1	3963.4	3940.4	3946.9	5044	0	6
2022.11.21	18:00:00	3946.9	3951.6	3933.8	3940.1	4104	0	6
2022.11.21	19:00:00	3940.1	3955.1	3939.4	3947.6	3785	0	6
2022.11.21	20:00:00	3947.1	3964.6	3947.1	3955.6	2793	0	6
2022.11.21	21:00:00	3955.6	3961.6	3951.6	3952.9	2494	0	6
2022.11.21	22:00:00	3952.9	3959.8	3947.9	3954.8	3098	0	6
2022.11.22	01:00:00	3954.1	3956.6	3953.3	3956.1	286	0	6
2022.11.22	02:00:00	3956.1	3963.1	3955.6	3960.3	1202	0	6
2022.11.22	03:00:00	3960.3	3964.3	3958.6	3959.8	1583	0	6
2022.11.22	04:00:00	3959.8	3960.8	3956.3	3959.8	1265	0	6
2022.11.22	05:00:00	3959.8	3963.1	3959.1	3960.3	956	0	6
2022.11.22	06:00:00	3960.3	3960.6	3958.8	3959.1	444	0	6
2022.11.22	07:00:00	3959.1	3959.3	3953.3	3954.1	930	0	6
2022.11.22	08:00:00	3954.1	3956.3	3951.3	3952.6	1181	0	6
2022.11.22	09:00:00	3952.6	3955.6	3947.8	3953.3	1685	0	6
2022.11.22	10:00:00	3953.3	3955.1	3942.1	3947.6	3584	0	6
2022.11.22	11:00:00	3947.6	3966.3	3947.1	3964.8	2704	0	6
2022.11.22	12:00:00	3964.8	3966.2	3959.1	3961.6	1572	0	6
2022.11.22	13:00:00	3961.6	3963.3	3953.3	3959.1	2158	0	6
2022.11.22	14:00:00	3959.3	3966.1	3957.1	3964.8	1538	0	6
2022.11.22	15:00:00	3964.8	3975.1	3964.6	3973.8	1527	0	6
2022.11.22	16:00:00	3975.1	3976.6	3959.6	3967.1	4100	0	6
2022.11.22	17:00:00	3966.8	3986.1	3965.1	3984.6	4624	0	6
2022.11.22	18:00:00	3984.7	3985.3	3975.1	3982.8	3111	0	6
2022.11.22	19:00:00	3982.7	3987.1	3980.8	3982.8	2309	0	6
2022.11.22	20:00:00	3982.8	3995.1	3981.3	3993.4	1730	0	6
2022.11.22	21:00:00	3993.4	3998.1	3989.6	3997.1	1647	0	6
2022.11.22	22:00:00	3997.1	4008.7	3996.4	4006.9	2069	0	6
2022.11.23	01:00:00	4007.4	4008.2	4005.6	4007.9	321	0	6
2022.11.23	02:00:00	4007.9	4010.9	4005.9	4006.7	639	0	6
2022.11.23	03:00:00	4006.7	4006.7	4003.9	4005.2	1274	0	6
2022.11.23	04:00:00	4005.1	4006.4	4002.9	4006.4	805	0	6
2022.11.23	05:00:00	4006.7	4006.7	4004.2	4004.9	680	0	6
2022.11.23	06:00:00	4004.9	4005.2	4002.9	4004.4	320	0	6
2022.11.23	07:00:00	4004.4	4007.9	4004.1	4007.4	716	0	6
2022.11.23	08:00:00	4007.4	4009.2	4002.9	4007.2	718	0	6
2022.11.23	09:00:00	4006.9	4012.9	4003.7	4011.7	1055	0	6
2022.11.23	10:00:00	4011.7	4012.4	4004.9	4007.7	1923	0	6
2022.11.23	11:00:00	4007.7	4017.9	4005.4	4015.7	1126	0	6
2022.11.23	12:00:00	4015.7	4015.7	4008.9	4010.9	1233	0	6
2022.11.23	13:00:00	4010.9	4013.4	4007.7	4013.4	1200	0	6
2022.11.23	14:00:00	4013.4	4015.2	4009.2	4012.9	1317	0	6
2022.11.23	15:00:00	4012.9	4013.2	3998.9	4003.9	2465	0	6
2022.11.23	16:00:00	4003.9	4025.7	4001.2	4020.7	4030	0	6
2022.11.23	17:00:00	4020.9	4033.9	4013.9	4028.4	4669	0	6
2022.11.23	18:00:00	4028.4	4032.4	4005.2	4010.8	2799	0	6
2022.11.23	19:00:00	4010.7	4017.4	4000.4	4005.2	2831	0	6
2022.11.23	20:00:00	4005.2	4018.9	4002.4	4016.4	2313	0	6
2022.11.23	21:00:00	4016.7	4035.9	4009.6	4029.2	6900	0	6
2022.11.23	22:00:00	4029.2	4036.3	4023.9	4031.2	3327	0	6
2022.11.24	01:00:00	4036.2	4038.3	4034.6	4038.1	228	0	6
2022.11.24	02:00:00	4038.1	4040.2	4036.8	4038.6	851	0	6
2022.11.24	03:00:00	4038.6	4040.8	4038.1	4039.3	1106	0	6
2022.11.24	04:00:00	4039.3	4040.8	4037.3	4039.8	756	0	6
2022.11.24	05:00:00	4039.8	4040.6	4038.3	4038.6	532	0	6
2022.11.24	06:00:00	4038.6	4039.1	4037.1	4039.1	327	0	6
2022.11.24	07:00:00	4039.1	4039.6	4036.8	4037.3	554	0	6
2022.11.24	08:00:00	4037.1	4038.1	4035.3	4036.8	543	0	6
2022.11.24	09:00:00	4037.1	4041.6	4036.3	4036.3	971	0	6
2022.11.24	10:00:00	4036.3	4042.6	4034.6	4041.1	1862	0	6
2022.11.24	11:00:00	4041.1	4044.6	4041.1	4041.6	1449	0	6
2022.11.24	12:00:00	4041.6	4046.1	4041.1	4045.8	994	0	6
2022.11.24	13:00:00	4045.8	4046.1	4042.3	4045.6	870	0	6
2022.11.24	14:00:00	4045.6	4046.3	4038.1	4039.2	786	0	6
2022.11.24	15:00:00	4039.1	4041.1	4036.0	4041.1	1068	0	6
2022.11.24	16:00:00	4041.1	4042.1	4036.8	4041.1	1237	0	6
2022.11.24	17:00:00	4041.1	4043.8	4040.8	4043.8	1020	0	6
2022.11.24	18:00:00	4043.6	4044.6	4040.3	4042.6	750	0	6
2022.11.24	19:00:00	4042.6	4042.8	4039.5	4040.0	537	0	6
2022.11.24	20:00:00	4039.8	4039.8	4039.8	4039.8	1	0	7
2022.11.25	01:00:00	4042.4	4042.9	4041.4	4041.4	147	0	6
2022.11.25	02:00:00	4041.4	4041.8	4036.8	4039.9	844	0	6
2022.11.25	03:00:00	4039.9	4041.6	4037.9	4039.6	847	0	6
2022.11.25	04:00:00	4039.5	4041.1	4037.6	4038.9	714	0	6
2022.11.25	05:00:00	4038.9	4039.8	4037.9	4039.6	393	0	6
2022.11.25	06:00:00	4039.6	4041.4	4039.6	4040.4	373	0	6
2022.11.25	07:00:00	4040.4	4041.6	4038.9	4039.1	534	0	6
2022.11.25	08:00:00	4039.1	4041.3	4038.1	4041.1	466	0	6
2022.11.25	09:00:00	4041.1	4043.1	4038.6	4038.9	1093	0	6
2022.11.25	10:00:00	4038.9	4043.1	4035.4	4037.8	1895	0	6
2022.11.25	11:00:00	4037.9	4040.3	4029.1	4032.6	1922	0	6
2022.11.25	12:00:00	4032.6	4038.6	4030.1	4036.8	1409	0	6
2022.11.25	13:00:00	4036.8	4038.8	4033.8	4034.6	995	0	6
2022.11.25	14:00:00	4034.8	4039.1	4034.2	4036.1	1181	0	6
2022.11.25	15:00:00	4036.1	4036.3	4027.8	4029.2	1612	0	6
2022.11.25	16:00:00	4029.2	4033.4	4022.4	4032.1	3248	0	6
2022.11.25	17:00:00	4032.1	4035.5	4030.4	4033.9	2249	0	6
2022.11.25	18:00:00	4033.9	4036.9	4027.6	4033.5	1592	0	6
2022.11.25	19:00:00	4032.5	4033.7	4025.7	4030.0	1472	0	6
2022.11.25	20:00:00	4030.7	4031.5	4028.7	4030.5	647	0	6
2022.11.28	01:00:00	4019.8	4020.1	4014.1	4014.3	419	0	6
2022.11.28	02:00:00	4014.3	4016.1	4010.1	4011.5	971	0	6
2022.11.28	03:00:00	4011.6	4011.6	4001.8	4003.3	1590	0	6
2022.11.28	04:00:00	4003.3	4006.6	3999.6	4006.1	1242	0	6
2022.11.28	05:00:00	4006.2	4006.5	4003.5	4004.3	653	0	6
2022.11.28	06:00:00	4004.3	4005.6	4004.1	4004.8	455	0	6
2022.11.28	07:00:00	4004.8	4005.1	3996.8	4000.8	694	0	6
2022.11.28	08:00:00	4000.8	4006.6	4000.3	4006.6	760	0	6
2022.11.28	09:00:00	4006.6	4010.6	4004.3	4006.3	1307	0	6
2022.11.28	10:00:00	4006.2	4016.6	4005.6	4008.6	3165	0	6
2022.11.28	11:00:00	4008.5	4010.3	3991.4	3992.9	2758	0	6
2022.11.28	12:00:00	3992.9	4001.8	3990.8	3999.6	1381	0	6
2022.11.28	13:00:00	3999.6	4004.1	3996.1	4002.3	1356	0	6
2022.11.28	14:00:00	4002.3	4005.7	4000.8	4003.2	1205	0	6
2022.11.28	15:00:00	4003.2	4005.1	3997.9	4002.6	1417	0	6
2022.11.28	16:00:00	4002.6	4017.8	3996.1	4006.8	3342	0	6
2022.11.28	17:00:00	4006.8	4010.6	3992.1	3993.3	3747	0	6
2022.11.28	18:00:00	3993.3	3998.8	3990.1	3996.8	3015	0	6
2022.11.28	19:00:00	3996.6	4002.5	3983.8	3984.3	4240	0	6
2022.11.28	20:00:00	3984.3	3988.1	3972.3	3973.6	1929	0	6
2022.11.28	21:00:00	3973.3	3975.2	3966.1	3967.8	1745	0	6
2022.11.28	22:00:00	3968.1	3970.1	3958.6	3966.8	2127	0	6
2022.11.29	01:00:00	3969.9	3970.7	3968.4	3969.7	380	0	6
2022.11.29	02:00:00	3969.7	3973.2	3967.7	3971.9	1057	0	6
2022.11.29	03:00:00	3971.9	3974.4	3969.4	3974.2	1394	0	6
2022.11.29	04:00:00	3973.7	3975.2	3972.7	3972.9	933	0	6
2022.11.29	05:00:00	3972.9	3979.9	3972.4	3979.7	916	0	6
2022.11.29	06:00:00	3979.7	3981.9	3979.2	3980.9	532	0	6
2022.11.29	07:00:00	3980.9	3982.7	3979.4	3981.4	880	0	6
2022.11.29	08:00:00	3981.4	3983.9	3977.4	3979.9	1324	0	6
2022.11.29	09:00:00	3979.9	3985.4	3979.7	3982.7	2216	0	6
2022.11.29	10:00:00	3982.7	3988.5	3979.9	3985.5	3200	0	6
2022.11.29	11:00:00	3985.6	3987.7	3972.2	3975.5	2138	0	6
2022.11.29	12:00:00	3975.5	3982.7	3974.5	3977.5	1727	0	6
2022.11.29	13:00:00	3977.7	3981.9	3974.1	3981.9	1367	0	6
2022.11.29	14:00:00	3981.9	3981.9	3974.2	3980.3	1324	0	6
2022.11.29	15:00:00	3980.4	3980.4	3964.4	3970.2	2958	0	6
2022.11.29	16:00:00	3970.2	3973.4	3959.7	3964.0	4655	0	6
2022.11.29	17:00:00	3964.4	3980.2	3961.2	3970.5	4890	0	6
2022.11.29	18:00:00	3970.5	3972.5	3940.2	3953.5	4807	0	6
2022.11.29	19:00:00	3953.8	3959.8	3948.1	3956.8	2786	0	6
2022.11.29	20:00:00	3956.6	3958.3	3946.6	3957.8	2568	0	6
2022.11.29	21:00:00	3957.8	3969.0	3948.9	3954.3	2682	0	6
2022.11.29	22:00:00	3954.5	3962.2	3951.7	3959.9	3032	0	6
2022.11.29	23:00:00	3959.7	3959.7	3959.7	3959.7	1	0	7
2022.11.30	01:00:00	3956.6	3957.1	3954.3	3956.1	278	0	6
2022.11.30	02:00:00	3956.1	3962.3	3955.3	3961.3	1119	0	6
2022.11.30	03:00:00	3961.3	3965.3	3960.3	3962.8	1943	0	6
2022.11.30	04:00:00	3962.8	3963.6	3961.3	3963.1	1155	0	6
2022.11.30	05:00:00	3963.3	3964.3	3961.6	3964.1	817	0	6
2022.11.30	06:00:00	3964.1	3966.6	3963.8	3965.3	656	0	6
2022.11.30	07:00:00	3965.3	3967.6	3963.0	3963.0	1150	0	6
2022.11.30	08:00:00	3962.8	3966.3	3962.8	3964.6	1280	0	6
2022.11.30	09:00:00	3964.6	3968.6	3963.8	3966.7	1906	0	6
2022.11.30	10:00:00	3966.5	3972.6	3964.1	3967.3	2628	0	6
2022.11.30	11:00:00	3967.5	3975.3	3964.8	3967.8	2061	0	6
2022.11.30	12:00:00	3967.8	3970.5	3964.8	3965.3	1742	0	6
2022.11.30	13:00:00	3965.3	3969.8	3963.3	3968.6	1359	0	6
2022.11.30	14:00:00	3968.6	3969.8	3965.1	3966.1	1213	0	6
2022.11.30	15:00:00	3966.1	3977.0	3956.1	3956.3	3727	0	6
2022.11.30	16:00:00	3956.3	3967.8	3954.6	3957.7	5503	0	6
2022.11.30	17:00:00	3957.7	3959.8	3944.3	3948.6	5147	0	6
2022.11.30	18:00:00	3949.1	3961.1	3943.5	3957.3	3349	0	6
2022.11.30	19:00:00	3957.3	3959.6	3940.6	3947.8	2623	0	6
2022.11.30	20:00:00	3947.8	4006.1	3946.7	4003.6	8799	0	6
2022.11.30	21:00:00	4003.3	4041.2	4003.0	4038.6	9057	0	6
2022.11.30	22:00:00	4038.8	4081.8	4037.1	4080.0	5275	0	6
2022.11.30	23:00:00	4081.0	4081.5	4081.0	4081.3	3	0	7
2022.12.01	01:00:00	4087.6	4091.3	4085.8	4090.1	447	0	6
2022.12.01	02:00:00	4090.1	4092.8	4086.3	4087.3	1402	0	6
2022.12.01	03:00:00	4087.3	4089.7	4083.3	4084.3	1823	0	6
2022.12.01	04:00:00	4084.3	4085.3	4080.6	4082.6	1429	0	6
2022.12.01	05:00:00	4082.6	4086.6	4079.8	4086.1	1129	0	6
2022.12.01	06:00:00	4086.1	4090.3	4084.8	4088.0	665	0	6
2022.12.01	07:00:00	4087.8	4093.3	4086.6	4090.6	1535	0	6
2022.12.01	08:00:00	4090.8	4092.1	4087.3	4088.1	1053	0	6
2022.12.01	09:00:00	4088.1	4088.8	4081.7	4085.1	2162	0	6
2022.12.01	10:00:00	4085.0	4086.8	4077.1	4080.1	3524	0	6
2022.12.01	11:00:00	4080.1	4081.3	4071.3	4076.7	2476	0	6
2022.12.01	12:00:00	4076.7	4080.3	4075.0	4075.3	1659	0	6
2022.12.01	13:00:00	4075.3	4079.8	4074.1	4078.8	1522	0	6
2022.12.01	14:00:00	4078.8	4085.6	4077.3	4085.6	1567	0	6
2022.12.01	15:00:00	4085.6	4103.2	4079.7	4093.7	3955	0	6
2022.12.01	16:00:00	4093.7	4102.9	4087.4	4096.4	5471	0	6
2022.12.01	17:00:00	4096.6	4106.3	4052.9	4081.7	7991	0	6
2022.12.01	18:00:00	4082.0	4082.5	4065.0	4074.3	6642	0	6
2022.12.01	19:00:00	4074.0	4082.4	4060.8	4078.7	6100	0	6
2022.12.01	20:00:00	4078.7	4085.7	4068.5	4076.9	4659	0	6
2022.12.01	21:00:00	4077.1	4088.1	4069.2	4085.8	3853	0	6
2022.12.01	22:00:00	4085.8	4091.2	4076.7	4079.5	3904	0	6
2022.12.01	23:00:00	4079.2	4079.2	4079.0	4079.0	2	0	7
2022.12.02	01:00:00	4075.8	4078.3	4075.3	4076.2	410	0	6
2022.12.02	02:00:00	4076.1	4076.1	4066.1	4066.8	1113	0	6
2022.12.02	03:00:00	4066.8	4069.1	4064.1	4065.3	1339	0	6
2022.12.02	04:00:00	4065.3	4070.1	4064.6	4069.3	1551	0	6
2022.12.02	05:00:00	4069.6	4071.6	4068.3	4071.1	770	0	6
2022.12.02	06:00:00	4071.3	4073.1	4068.1	4072.1	566	0	6
2022.12.02	07:00:00	4071.8	4073.8	4070.8	4073.3	662	0	6
2022.12.02	08:00:00	4073.3	4074.6	4072.8	4073.8	622	0	6
2022.12.02	09:00:00	4074.1	4076.6	4073.1	4073.3	1617	0	6
2022.12.02	10:00:00	4073.3	4078.1	4070.8	4077.1	2803	0	6
2022.12.02	11:00:00	4077.1	4080.8	4073.6	4080.3	1844	0	6
2022.12.02	12:00:00	4080.5	4082.6	4077.3	4080.1	1369	0	6
2022.12.02	13:00:00	4079.8	4080.1	4073.6	4075.6	1177	0	6
2022.12.02	14:00:00	4075.6	4079.6	4070.8	4078.8	1486	0	6
2022.12.02	15:00:00	4078.8	4082.6	4005.3	4024.3	7802	0	6
2022.12.02	16:00:00	4024.3	4045.8	4010.3	4035.8	7759	0	6
2022.12.02	17:00:00	4035.6	4056.3	4031.1	4045.3	6891	0	6
2022.12.02	18:00:00	4045.3	4066.6	4040.8	4059.1	4841	0	6
2022.12.02	19:00:00	4059.1	4068.1	4051.7	4052.7	3234	0	6
2022.12.02	20:00:00	4052.9	4059.4	4048.4	4057.4	2697	0	6
2022.12.02	21:00:00	4057.4	4071.4	4049.9	4070.7	2324	0	6
2022.12.02	22:00:00	4070.7	4084.1	4063.9	4073.9	3881	0	6
2022.12.05	01:00:00	4068.0	4072.0	4066.7	4070.7	528	0	6
2022.12.05	02:00:00	4070.5	4073.0	4067.4	4068.0	1414	0	6
2022.12.05	03:00:00	4068.0	4071.0	4066.6	4067.5	1535	0	6
2022.12.05	04:00:00	4067.5	4070.7	4067.4	4070.0	971	0	6
2022.12.05	05:00:00	4070.0	4072.0	4069.0	4071.7	671	0	6
2022.12.05	06:00:00	4071.7	4072.0	4068.0	4070.2	341	0	6
2022.12.05	07:00:00	4070.2	4070.7	4068.5	4070.7	708	0	6
2022.12.05	08:00:00	4070.7	4071.5	4066.7	4071.5	651	0	6
2022.12.05	09:00:00	4071.5	4071.5	4060.2	4062.0	1764	0	6
2022.12.05	10:00:00	4062.0	4064.0	4055.0	4064.0	3440	0	6
2022.12.05	11:00:00	4064.0	4064.2	4053.1	4060.5	2080	0	6
2022.12.05	12:00:00	4060.5	4063.0	4054.7	4056.2	1888	0	6
2022.12.05	13:00:00	4056.2	4063.5	4055.5	4063.0	1297	0	6
2022.12.05	14:00:00	4062.7	4063.2	4052.2	4055.5	1714	0	6
2022.12.05	15:00:00	4055.5	4057.2	4043.7	4045.7	2418	0	6
2022.12.05	16:00:00	4046.0	4054.5	4038.7	4038.9	4524	0	6
2022.12.05	17:00:00	4038.7	4044.0	4021.9	4039.2	6466	0	6
2022.12.05	18:00:00	4039.2	4045.2	4014.2	4014.7	3985	0	6
2022.12.05	19:00:00	4014.7	4023.5	4008.0	4009.6	3153	0	6
2022.12.05	20:00:00	4009.3	4015.3	3996.7	3997.4	2915	0	6
2022.12.05	21:00:00	3997.2	4002.7	3987.2	3994.7	3076	0	3
2022.12.05	22:00:00	3994.5	4005.0	3991.5	4002.5	4073	0	6
2022.12.05	23:00:00	4001.7	4001.7	4001.7	4001.7	1	0	7
2022.12.06	01:00:00	4009.2	4010.0	4007.8	4008.0	394	0	6
2022.12.06	02:00:00	4008.0	4011.8	4008.0	4010.3	969	0	6
2022.12.06	03:00:00	4010.3	4014.5	4009.8	4010.8	1366	0	6
2022.12.06	04:00:00	4010.5	4014.3	4009.8	4010.0	1264	0	6
2022.12.06	05:00:00	4010.0	4012.3	4007.3	4010.9	942	0	6
2022.12.06	06:00:00	4010.8	4011.1	4006.1	4006.9	766	0	6
2022.12.06	07:00:00	4007.0	4008.4	4003.1	4006.6	1052	0	6
2022.12.06	08:00:00	4006.5	4006.6	4002.4	4005.1	897	0	6
2022.12.06	09:00:00	4005.1	4006.7	4000.9	4003.7	1603	0	6
2022.12.06	10:00:00	4003.7	4013.7	3997.2	4012.2	2954	0	6
2022.12.06	11:00:00	4012.2	4012.7	4003.7	4004.5	1958	0	6
2022.12.06	12:00:00	4004.2	4006.2	3995.7	4003.0	1646	0	6
2022.12.06	13:00:00	4003.0	4005.9	3999.0	4005.2	1315	0	6
2022.12.06	14:00:00	4005.2	4011.0	4003.9	4004.2	1539	0	6
2022.12.06	15:00:00	4004.2	4006.7	3994.5	4002.2	1960	0	6
2022.12.06	16:00:00	4002.2	4005.5	3976.5	3976.5	5068	0	6
2022.12.06	17:00:00	3976.5	3980.0	3952.7	3959.2	6560	0	6
2022.12.06	18:00:00	3959.2	3963.5	3950.7	3955.5	5501	0	6
2022.12.06	19:00:00	3955.5	3961.0	3943.2	3945.5	4469	0	2
2022.12.06	20:00:00	3945.4	3948.2	3931.0	3937.7	4036	0	1
2022.12.06	21:00:00	3937.7	3939.0	3921.2	3929.7	3520	0	6
2022.12.06	22:00:00	3929.7	3947.0	3924.7	3943.6	4388	0	6
2022.12.06	23:00:00	3943.7	3943.7	3943.7	3943.7	1	0	7
2022.12.07	01:00:00	3946.9	3949.4	3945.9	3947.6	341	0	6
2022.12.07	02:00:00	3947.6	3950.9	3946.1	3946.1	878	0	6
2022.12.07	03:00:00	3946.1	3953.4	3944.6	3951.6	1227	0	6
2022.12.07	04:00:00	3951.6	3953.1	3950.0	3951.8	1090	0	6
2022.12.07	05:00:00	3951.9	3953.6	3948.1	3953.4	773	0	6
2022.12.07	06:00:00	3953.3	3953.9	3951.1	3951.6	434	0	6
2022.12.07	07:00:00	3951.9	3952.6	3948.4	3948.9	1069	0	6
2022.12.07	08:00:00	3948.9	3949.4	3942.1	3944.9	1042	0	6
2022.12.07	09:00:00	3944.9	3950.1	3939.9	3943.6	2425	0	6
2022.12.07	10:00:00	3943.6	3950.4	3939.9	3949.1	3168	0	6
2022.12.07	11:00:00	3949.1	3949.9	3933.9	3936.6	2242	0	6
2022.12.07	12:00:00	3936.5	3939.1	3932.1	3937.8	1548	0	6
2022.12.07	13:00:00	3937.9	3939.9	3927.1	3929.9	1545	0	6
2022.12.07	14:00:00	3929.9	3932.4	3914.3	3919.6	2231	0	1
2022.12.07	15:00:00	3919.6	3937.1	3919.1	3933.0	2961	0	6
2022.12.07	16:00:00	3933.1	3957.5	3927.3	3932.7	6048	0	0
2022.12.07	17:00:00	3932.6	3959.1	3924.2	3955.1	10202	0	3
2022.12.07	18:00:00	3955.2	3960.8	3927.6	3938.6	6649	0	3
2022.12.07	19:00:00	3938.3	3945.1	3931.1	3941.5	5352	0	6
2022.12.07	20:00:00	3941.6	3950.1	3932.8	3934.8	4348	0	6
2022.12.07	21:00:00	3934.6	3941.6	3927.6	3933.6	3518	0	6
2022.12.07	22:00:00	3933.3	3939.1	3925.3	3935.3	4018	0	1
2022.12.07	23:00:00	3935.8	3935.8	3935.8	3935.8	1	0	7
2022.12.08	01:00:00	3937.2	3938.0	3935.5	3937.2	317	0	6
2022.12.08	02:00:00	3937.2	3937.7	3926.7	3926.7	1000	0	6
2022.12.08	03:00:00	3926.7	3926.7	3915.7	3922.5	2427	0	2
2022.12.08	04:00:00	3922.5	3929.0	3922.0	3927.9	1327	0	6
2022.12.08	05:00:00	3928.0	3934.2	3927.5	3933.0	957	0	6
2022.12.08	06:00:00	3933.0	3934.5	3930.9	3932.2	619	0	6
2022.12.08	07:00:00	3932.2	3934.5	3930.0	3934.0	815	0	6
2022.12.08	08:00:00	3934.2	3938.0	3932.2	3937.2	738	0	6
2022.12.08	09:00:00	3937.2	3947.2	3936.1	3944.0	1625	0	6
2022.12.08	10:00:00	3944.0	3944.7	3936.7	3942.5	2799	0	6
2022.12.08	11:00:00	3942.5	3945.7	3938.0	3940.7	1652	0	6
2022.12.08	12:00:00	3940.7	3943.7	3937.2	3940.2	1194	0	6
2022.12.08	13:00:00	3940.2	3949.0	3937.7	3946.7	1178	0	6
2022.12.08	14:00:00	3946.7	3952.5	3943.0	3952.0	1649	0	6
2022.12.08	15:00:00	3952.2	3965.2	3949.9	3958.2	2729	0	2
2022.12.08	16:00:00	3958.2	3965.5	3937.5	3964.7	5041	0	2
2022.12.08	17:00:00	3964.7	3976.7	3963.5	3969.2	5294	0	6
2022.12.08	18:00:00	3969.2	3972.2	3953.5	3964.5	4126	0	6
2022.12.08	19:00:00	3964.5	3966.7	3954.0	3961.7	3567	0	6
2022.12.08	20:00:00	3961.7	3976.1	3959.7	3968.1	2928	0	6
2022.12.08	21:00:00	3968.1	3968.1	3948.3	3958.6	4123	0	6
2022.12.08	22:00:00	3958.6	3969.1	3952.1	3965.6	3822	0	6
2022.12.09	01:00:00	3966.1	3966.6	3962.9	3963.1	200	0	6
2022.12.09	02:00:00	3962.9	3964.1	3960.4	3962.1	543	0	6
2022.12.09	03:00:00	3961.9	3969.9	3961.6	3969.9	705	0	6
2022.12.09	04:00:00	3970.0	3973.4	3968.6	3970.1	605	0	6
2022.12.09	05:00:00	3970.1	3975.9	3970.1	3974.4	418	0	6
2022.12.09	06:00:00	3974.4	3976.4	3973.9	3974.1	310	0	6
2022.12.09	07:00:00	3974.1	3975.6	3973.4	3974.3	591	0	6
2022.12.09	08:00:00	3974.3	3978.1	3973.6	3978.1	499	0	6
2022.12.09	09:00:00	3978.1	3982.9	3974.4	3979.9	961	0	6
2022.12.09	10:00:00	3979.9	3981.4	3972.1	3974.6	1968	0	6
2022.12.09	11:00:00	3974.6	3977.1	3970.1	3971.6	1667	0	6
2022.12.09	12:00:00	3971.9	3980.6	3971.6	3979.0	1048	0	6
2022.12.09	13:00:00	3978.9	3982.6	3977.4	3980.1	1186	0	6
2022.12.09	14:00:00	3980.4	3989.4	3977.3	3988.4	1267	0	6
2022.12.09	15:00:00	3988.4	3989.9	3931.0	3957.4	5086	0	3
2022.12.09	16:00:00	3957.4	3972.3	3944.3	3959.9	6506	0	6
2022.12.09	17:00:00	3959.6	3975.1	3950.5	3974.8	8386	0	6
2022.12.09	18:00:00	3975.1	3979.6	3965.6	3977.1	4449	0	6
2022.12.09	19:00:00	3977.1	3978.4	3967.2	3969.2	4693	0	5
2022.12.09	20:00:00	3969.2	3969.2	3957.4	3963.7	4377	0	6
2022.12.09	21:00:00	3963.4	3964.7	3954.2	3961.9	3124	0	6
2022.12.09	22:00:00	3961.7	3966.4	3935.2	3936.7	5237	0	6
