<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.10	14:00:00	4672.2	4674.0	4643.2	4643.5	4225	0	6
2022.01.10	15:00:00	4643.7	4651.5	4642.2	4645.2	3010	0	6
2022.01.10	16:00:00	4645.2	4649.0	4606.5	4609.7	8031	0	6
2022.01.10	17:00:00	4610.0	4612.0	4582.0	4593.7	8813	0	6
2022.01.10	18:00:00	4594.0	4618.0	4587.0	4611.0	8158	0	6
2022.01.10	19:00:00	4611.0	4618.0	4595.7	4608.5	6596	0	6
2022.01.10	20:00:00	4608.5	4638.0	4607.0	4635.0	7546	0	6
2022.01.10	21:00:00	4635.0	4654.7	4633.2	4646.0	7763	0	6
2022.01.10	22:00:00	4645.7	4673.7	4632.0	4670.7	10854	0	6
2022.01.11	01:00:00	4676.9	4677.2	4673.7	4674.0	728	0	6
2022.01.11	02:00:00	4674.2	4678.2	4666.7	4675.6	2830	0	6
2022.01.11	03:00:00	4675.7	4676.4	4664.0	4666.5	3587	0	6
2022.01.11	04:00:00	4666.5	4677.7	4665.7	4676.7	2333	0	6
2022.01.11	05:00:00	4676.7	4677.5	4672.0	4673.0	1299	0	6
2022.01.11	06:00:00	4673.0	4673.5	4666.7	4670.5	1112	0	6
2022.01.11	07:00:00	4670.5	4673.2	4667.7	4670.0	1762	0	6
2022.01.11	08:00:00	4670.0	4671.5	4662.5	4667.7	1654	0	6
2022.01.11	09:00:00	4667.7	4675.2	4665.0	4675.0	2697	0	6
2022.01.11	10:00:00	4675.0	4680.7	4665.2	4675.5	4525	0	6
2022.01.11	11:00:00	4675.5	4696.0	4675.5	4692.2	2945	0	6
2022.01.11	12:00:00	4692.2	4697.0	4689.5	4690.7	3025	0	6
2022.01.11	13:00:00	4690.7	4691.0	4684.4	4686.5	2099	0	1
2022.01.11	14:00:00	4686.2	4688.5	4679.5	4679.5	2103	0	6
2022.01.11	15:00:00	4679.5	4683.7	4670.2	4670.7	2072	0	6
2022.01.11	16:00:00	4670.7	4671.2	4636.5	4644.5	9666	0	6
2022.01.11	17:00:00	4644.5	4665.7	4639.7	4650.0	13838	0	6
2022.01.11	18:00:00	4650.2	4696.5	4649.2	4691.7	10134	0	6
2022.01.11	19:00:00	4691.7	4695.7	4682.7	4693.7	5367	0	6
2022.01.11	20:00:00	4693.7	4701.7	4686.2	4700.7	4051	0	6
2022.01.11	21:00:00	4700.5	4710.3	4692.9	4705.7	3075	0	6
2022.01.11	22:00:00	4705.7	4716.2	4702.7	4715.4	4315	0	6
2022.01.12	01:00:00	4713.1	4714.4	4712.1	4713.4	509	0	6
2022.01.12	02:00:00	4713.6	4719.1	4712.6	4715.9	1415	0	6
2022.01.12	03:00:00	4715.9	4716.4	4708.9	4712.5	1473	0	6
2022.01.12	04:00:00	4712.5	4717.1	4712.4	4716.1	1313	0	6
2022.01.12	05:00:00	4716.1	4718.6	4715.8	4718.1	712	0	6
2022.01.12	06:00:00	4718.1	4718.9	4716.9	4717.9	418	0	6
2022.01.12	07:00:00	4717.9	4725.4	4717.6	4725.1	806	0	6
2022.01.12	08:00:00	4725.1	4728.1	4721.1	4721.3	1013	0	6
2022.01.12	09:00:00	4721.4	4724.9	4718.6	4720.6	1549	0	6
2022.01.12	10:00:00	4720.5	4722.4	4704.5	4707.1	3898	0	6
2022.01.12	11:00:00	4707.1	4720.2	4705.6	4719.4	2958	0	1
2022.01.12	12:00:00	4719.4	4721.9	4715.2	4721.4	2325	0	6
2022.01.12	13:00:00	4721.4	4723.7	4717.7	4717.9	1602	0	6
2022.01.12	14:00:00	4717.9	4722.2	4714.9	4718.7	2199	0	6
2022.01.12	15:00:00	4718.7	4739.9	4717.9	4738.4	4001	0	6
2022.01.12	16:00:00	4738.1	4743.9	4725.9	4743.1	7431	0	6
2022.01.12	17:00:00	4743.1	4749.1	4717.2	4723.5	8062	0	6
2022.01.12	18:00:00	4723.5	4731.2	4705.5	4726.0	8664	0	6
2022.01.12	19:00:00	4726.1	4734.7	4718.5	4733.2	4728	0	6
2022.01.12	20:00:00	4733.2	4733.7	4717.7	4719.7	5314	0	6
2022.01.12	21:00:00	4719.5	4727.7	4713.7	4725.1	5009	0	6
2022.01.12	22:00:00	4725.2	4732.7	4717.2	4727.0	6895	0	6
2022.01.13	01:00:00	4726.0	4728.5	4723.7	4725.7	615	0	6
2022.01.13	02:00:00	4725.7	4726.0	4721.0	4723.0	1389	0	6
2022.01.13	03:00:00	4723.0	4726.7	4710.7	4712.2	1766	0	6
2022.01.13	04:00:00	4712.2	4719.5	4712.0	4717.0	1334	0	6
2022.01.13	05:00:00	4717.0	4717.0	4711.5	4715.5	1046	0	6
2022.01.13	06:00:00	4715.5	4718.2	4715.5	4717.2	525	0	6
2022.01.13	07:00:00	4717.4	4718.7	4712.2	4713.2	1160	0	6
2022.01.13	08:00:00	4713.2	4720.7	4712.5	4716.5	1264	0	6
2022.01.13	09:00:00	4716.5	4716.7	4712.0	4715.0	1290	0	6
2022.01.13	10:00:00	4714.7	4729.5	4714.7	4722.5	1854	0	4
2022.01.13	11:00:00	4722.7	4725.0	4719.2	4724.0	1621	0	6
2022.01.13	12:00:00	4724.0	4730.5	4723.7	4727.7	1289	0	6
2022.01.13	13:00:00	4727.7	4731.2	4723.2	4724.0	1292	0	6
2022.01.13	14:00:00	4724.0	4729.7	4723.0	4728.5	1082	0	6
2022.01.13	15:00:00	4728.5	4737.0	4725.5	4735.7	1687	0	6
2022.01.13	16:00:00	4735.7	4744.2	4733.0	4739.0	5746	0	6
2022.01.13	17:00:00	4739.2	4740.7	4707.5	4715.5	8342	0	6
2022.01.13	18:00:00	4715.5	4729.0	4710.0	4724.5	6918	0	6
2022.01.13	19:00:00	4724.2	4724.2	4684.7	4691.7	8690	0	6
2022.01.13	20:00:00	4691.7	4704.0	4685.2	4702.0	7868	0	6
2022.01.13	21:00:00	4702.0	4707.5	4683.2	4689.0	6255	0	6
2022.01.13	22:00:00	4689.5	4689.5	4650.7	4663.2	8001	0	6
2022.01.14	01:00:00	4661.6	4664.9	4661.1	4663.9	652	0	6
2022.01.14	02:00:00	4663.6	4665.1	4652.4	4662.6	3431	0	6
2022.01.14	03:00:00	4662.6	4666.1	4652.9	4655.4	3666	0	6
2022.01.14	04:00:00	4655.4	4657.9	4646.1	4657.4	2367	0	6
2022.01.14	05:00:00	4657.4	4660.6	4651.6	4654.4	1581	0	6
2022.01.14	06:00:00	4654.4	4665.1	4654.4	4661.9	1611	0	6
2022.01.14	07:00:00	4662.0	4665.6	4659.6	4665.5	1484	0	6
2022.01.14	08:00:00	4665.6	4671.6	4662.6	4669.9	1510	0	6
2022.01.14	09:00:00	4669.9	4674.4	4661.1	4661.6	1238	0	6
2022.01.14	10:00:00	4661.4	4674.1	4658.6	4663.1	2670	0	6
2022.01.14	11:00:00	4663.1	4674.9	4662.5	4670.9	2550	0	6
2022.01.14	12:00:00	4670.9	4670.9	4660.9	4667.6	2530	0	6
2022.01.14	13:00:00	4667.6	4670.1	4658.6	4660.9	1699	0	6
2022.01.14	14:00:00	4660.9	4661.4	4626.1	4626.6	4899	0	6
2022.01.14	15:00:00	4626.6	4633.4	4614.9	4621.6	5244	0	6
2022.01.14	16:00:00	4621.6	4660.1	4617.4	4658.9	9261	0	1
2022.01.14	17:00:00	4658.8	4663.9	4632.8	4640.9	14069	0	1
2022.01.14	18:00:00	4640.9	4649.1	4622.2	4644.4	11377	0	6
2022.01.14	19:00:00	4644.4	4648.2	4620.2	4621.4	7399	0	6
2022.01.14	20:00:00	4621.2	4636.4	4613.9	4634.7	7244	0	6
2022.01.14	21:00:00	4634.7	4646.2	4629.2	4638.0	8757	0	6
2022.01.14	22:00:00	4638.0	4666.8	4638.0	4663.0	8769	0	6
2022.01.17	01:00:00	4669.1	4671.9	4664.9	4664.9	1451	0	6
2022.01.17	02:00:00	4664.9	4667.6	4656.1	4659.1	3415	0	6
2022.01.17	03:00:00	4659.1	4659.6	4650.6	4655.1	2716	0	6
2022.01.17	04:00:00	4655.1	4656.1	4647.4	4651.4	1838	0	6
2022.01.17	05:00:00	4651.4	4660.6	4651.1	4657.6	1270	0	6
2022.01.17	06:00:00	4657.9	4659.6	4652.1	4652.8	1199	0	6
2022.01.17	07:00:00	4652.8	4654.9	4650.4	4651.3	1180	0	6
2022.01.17	08:00:00	4651.4	4659.6	4649.6	4657.9	1452	0	6
2022.01.17	09:00:00	4657.9	4663.9	4654.1	4662.1	2004	0	6
2022.01.17	10:00:00	4662.1	4666.9	4654.9	4665.4	3529	0	6
2022.01.17	11:00:00	4665.4	4672.9	4662.4	4669.6	2397	0	6
2022.01.17	12:00:00	4669.5	4674.6	4668.1	4668.4	1666	0	6
2022.01.17	13:00:00	4668.3	4673.9	4667.6	4673.1	1300	0	6
2022.01.17	14:00:00	4673.1	4674.6	4670.6	4672.1	1278	0	4
2022.01.17	15:00:00	4672.3	4672.9	4665.4	4666.4	1183	0	6
2022.01.17	16:00:00	4666.4	4668.9	4659.1	4664.4	2749	0	6
2022.01.17	17:00:00	4664.4	4668.9	4662.4	4665.9	2519	0	6
2022.01.17	18:00:00	4665.9	4668.6	4664.1	4664.1	1183	0	6
2022.01.17	19:00:00	4664.4	4664.9	4660.6	4663.1	2624	0	6
2022.01.17	20:00:00	4662.8	4662.8	4662.8	4662.8	1	0	34
2022.01.18	01:00:00	4660.1	4665.9	4659.9	4665.2	722	0	6
2022.01.18	02:00:00	4665.2	4669.4	4662.4	4669.2	2091	0	6
2022.01.18	03:00:00	4669.2	4670.2	4662.9	4667.4	2059	0	6
2022.01.18	04:00:00	4667.4	4667.9	4662.2	4667.2	1579	0	6
2022.01.18	05:00:00	4667.2	4667.9	4644.9	4647.4	2223	0	6
2022.01.18	06:00:00	4647.4	4649.7	4633.7	4642.4	3280	0	6
2022.01.18	07:00:00	4642.4	4644.4	4637.2	4639.7	2536	0	6
2022.01.18	08:00:00	4639.7	4644.4	4638.7	4641.9	1834	0	6
2022.01.18	09:00:00	4642.2	4644.2	4634.7	4640.9	2869	0	6
2022.01.18	10:00:00	4640.9	4641.2	4612.9	4620.7	4659	0	6
2022.01.18	11:00:00	4620.7	4621.7	4598.9	4608.4	4360	0	6
2022.01.18	12:00:00	4608.4	4616.4	4606.4	4611.7	4404	0	1
2022.01.18	13:00:00	4611.7	4614.4	4604.9	4612.2	3733	0	6
2022.01.18	14:00:00	4612.2	4623.2	4611.4	4621.9	3149	0	6
2022.01.18	15:00:00	4621.9	4622.7	4611.7	4619.7	3224	0	6
2022.01.18	16:00:00	4619.8	4620.9	4586.4	4596.7	9493	0	6
2022.01.18	17:00:00	4596.7	4610.4	4587.4	4590.1	12684	0	6
2022.01.18	18:00:00	4590.2	4602.2	4580.7	4595.7	8148	0	6
2022.01.18	19:00:00	4595.7	4597.7	4571.9	4572.7	6617	0	6
2022.01.18	20:00:00	4572.9	4587.9	4569.7	4586.2	7014	0	6
2022.01.18	21:00:00	4586.2	4603.9	4582.2	4599.4	6878	0	6
2022.01.18	22:00:00	4599.2	4601.4	4568.4	4581.2	9639	0	6
2022.01.19	01:00:00	4583.7	4584.4	4576.2	4576.6	940	0	6
2022.01.19	02:00:00	4576.7	4580.9	4569.9	4573.9	2958	0	6
2022.01.19	03:00:00	4574.2	4586.7	4572.9	4574.7	3320	0	6
2022.01.19	04:00:00	4574.7	4582.7	4562.4	4567.7	3065	0	6
2022.01.19	05:00:00	4567.7	4568.7	4556.7	4559.7	2790	0	6
2022.01.19	06:00:00	4559.7	4562.4	4549.7	4550.4	1882	0	6
2022.01.19	07:00:00	4550.2	4552.4	4546.9	4551.7	2463	0	6
2022.01.19	08:00:00	4551.7	4557.7	4548.4	4552.1	2436	0	6
2022.01.19	09:00:00	4552.2	4552.9	4544.9	4548.2	2386	0	6
2022.01.19	10:00:00	4547.9	4576.2	4543.9	4575.2	3456	0	6
2022.01.19	11:00:00	4575.2	4589.2	4568.4	4588.9	3322	0	6
2022.01.19	12:00:00	4588.9	4589.2	4583.9	4588.4	2731	0	6
2022.01.19	13:00:00	4588.4	4594.2	4581.4	4591.9	2451	0	6
2022.01.19	14:00:00	4591.9	4593.9	4586.4	4592.4	2129	0	6
2022.01.19	15:00:00	4592.4	4602.7	4591.7	4601.4	2169	0	6
2022.01.19	16:00:00	4601.4	4611.2	4592.7	4609.9	9510	0	0
2022.01.19	17:00:00	4609.7	4610.4	4569.9	4578.2	12899	0	1
2022.01.19	18:00:00	4577.9	4583.9	4562.7	4582.4	12045	0	6
2022.01.19	19:00:00	4582.4	4597.9	4582.2	4596.2	8274	0	6
2022.01.19	20:00:00	4596.2	4596.9	4576.1	4579.4	8145	0	6
2022.01.19	21:00:00	4579.4	4581.4	4557.4	4568.4	8674	0	6
2022.01.19	22:00:00	4568.4	4576.2	4529.7	4533.2	9143	0	6
2022.01.20	01:00:00	4529.4	4532.6	4522.6	4523.9	1128	0	6
2022.01.20	02:00:00	4523.9	4540.4	4523.6	4535.9	3482	0	6
2022.01.20	03:00:00	4535.9	4540.6	4524.4	4535.6	4514	0	6
2022.01.20	04:00:00	4535.6	4542.6	4535.6	4537.9	2497	0	6
2022.01.20	05:00:00	4537.9	4552.6	4536.6	4551.1	2146	0	6
2022.01.20	06:00:00	4551.1	4554.9	4550.4	4551.4	1608	0	6
2022.01.20	07:00:00	4551.1	4554.9	4546.1	4548.6	1984	0	1
2022.01.20	08:00:00	4548.6	4559.9	4547.9	4558.6	1673	0	6
2022.01.20	09:00:00	4558.6	4561.4	4550.9	4551.4	2147	0	1
2022.01.20	10:00:00	4551.4	4555.4	4537.6	4546.6	5941	0	6
2022.01.20	11:00:00	4546.6	4551.6	4537.1	4549.1	4559	0	6
2022.01.20	12:00:00	4549.0	4553.9	4546.6	4552.6	2368	0	6
2022.01.20	13:00:00	4552.6	4559.9	4551.6	4555.9	2809	0	1
2022.01.20	14:00:00	4555.9	4557.4	4544.9	4549.9	2364	0	6
2022.01.20	15:00:00	4549.9	4558.9	4546.1	4554.4	2034	0	6
2022.01.20	16:00:00	4554.4	4584.6	4549.6	4581.9	7531	0	0
2022.01.20	17:00:00	4581.6	4598.4	4570.1	4595.4	9282	0	0
2022.01.20	18:00:00	4595.5	4602.1	4584.4	4589.9	6229	0	0
2022.01.20	19:00:00	4589.9	4593.4	4580.1	4582.1	6331	0	1
2022.01.20	20:00:00	4581.9	4582.1	4566.6	4567.6	7176	0	4
2022.01.20	21:00:00	4567.9	4580.4	4544.9	4547.4	10257	0	6
2022.01.20	22:00:00	4547.4	4553.4	4477.1	4481.9	13480	0	0
2022.01.21	01:00:00	4460.9	4470.6	4457.6	4470.3	1625	0	6
2022.01.21	02:00:00	4470.3	4473.1	4459.6	4459.9	5221	0	6
2022.01.21	03:00:00	4459.9	4467.4	4446.6	4461.1	6686	0	1
2022.01.21	04:00:00	4461.1	4467.5	4437.4	4446.9	5377	0	0
2022.01.21	05:00:00	4446.9	4447.9	4437.9	4445.9	4781	0	6
2022.01.21	06:00:00	4445.9	4458.1	4445.6	4450.3	3416	0	6
2022.01.21	07:00:00	4450.1	4465.2	4449.1	4461.7	3348	0	0
2022.01.21	08:00:00	4461.7	4470.6	4455.7	4464.4	3135	0	6
2022.01.21	09:00:00	4464.4	4479.9	4458.1	4475.9	4572	0	6
2022.01.21	10:00:00	4475.8	4480.6	4462.4	4475.9	7145	0	6
2022.01.21	11:00:00	4475.9	4481.9	4466.4	4480.1	4883	0	6
2022.01.21	12:00:00	4480.1	4485.6	4475.1	4482.6	3430	0	6
2022.01.21	13:00:00	4482.6	4482.6	4458.9	4468.6	4596	0	6
2022.01.21	14:00:00	4468.5	4468.9	4452.1	4457.9	5092	0	1
2022.01.21	15:00:00	4458.1	4465.1	4452.6	4460.1	3779	0	0
2022.01.21	16:00:00	4460.1	4480.9	4446.4	4451.1	13427	0	0
2022.01.21	17:00:00	4450.9	4485.6	4420.6	4474.6	21421	0	0
2022.01.21	18:00:00	4474.6	4494.6	4449.9	4459.1	19012	0	0
2022.01.21	19:00:00	4459.1	4464.4	4435.1	4442.9	16465	0	0
2022.01.21	20:00:00	4442.6	4456.4	4429.4	4435.9	14834	0	0
2022.01.21	21:00:00	4436.1	4447.1	4412.9	4413.9	12853	0	1
2022.01.21	22:00:00	4413.6	4426.6	4393.9	4395.1	17860	0	0
2022.01.24	01:00:00	4411.9	4422.9	4411.1	4422.6	2355	0	6
2022.01.24	02:00:00	4422.6	4425.1	4414.6	4422.1	4989	0	6
2022.01.24	03:00:00	4422.1	4435.1	4419.4	4432.9	4703	0	6
2022.01.24	04:00:00	4432.9	4435.4	4424.4	4426.4	3490	0	6
2022.01.24	05:00:00	4426.4	4432.9	4424.9	4429.9	2291	0	6
2022.01.24	06:00:00	4429.9	4433.1	4428.0	4429.4	1432	0	3
2022.01.24	07:00:00	4429.4	4433.1	4428.1	4429.4	1610	0	6
2022.01.24	08:00:00	4429.3	4432.4	4424.9	4425.8	1591	0	0
2022.01.24	09:00:00	4425.9	4425.9	4414.1	4419.1	2998	0	6
2022.01.24	10:00:00	4419.1	4432.4	4412.1	4413.1	7190	0	0
2022.01.24	11:00:00	4413.1	4417.9	4404.1	4408.8	6129	0	6
2022.01.24	12:00:00	4408.8	4409.1	4369.6	4382.6	7869	0	0
2022.01.24	13:00:00	4382.6	4394.9	4380.1	4392.9	6089	0	6
2022.01.24	14:00:00	4392.9	4394.6	4370.6	4372.5	6423	0	1
2022.01.24	15:00:00	4372.4	4372.9	4333.6	4334.1	6088	0	6
2022.01.24	16:00:00	4334.1	4348.4	4298.6	4304.6	19468	0	1
2022.01.24	17:00:00	4304.4	4322.9	4271.4	4301.4	28396	0	0
2022.01.24	18:00:00	4301.4	4301.6	4242.4	4271.6	25185	0	6
2022.01.24	19:00:00	4271.4	4276.6	4220.9	4266.4	25429	0	1
